OTU,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:2106:14863:20148__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH220876.06FU
M00598:87:000000000-J7KGW:1:2106:14926:12603__kiwi2020__AG0529-0992__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_adametzoides|SH223326.06FU
M00598:87:000000000-J7KGW:1:2106:15678:16953__kiwi2020__AG0529-0923__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH237423.06FU
M00598:87:000000000-J7KGW:1:2106:16646:14267__kiwi2020__AG0529-1156__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,Articulospora_sp|SH191098.06FU
M00598:87:000000000-J7KGW:1:2106:17288:14576__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,Diplodia_allocellula|SH236108.06FU
M00598:87:000000000-J7KGW:1:2106:17378:23862__kiwi2020__AG0529-0924__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
M00598:87:000000000-J7KGW:1:2106:17577:16627__kiwi2020__AG0529-1011__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_aurantialba|SH197887.06FU
M00598:87:000000000-J7KGW:1:2106:18581:18776__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH215037.06FU
M00598:87:000000000-J7KGW:1:2106:19015:18299__kiwi2020__AG0529-0085__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramichloridium,Ramichloridium_biverticillatum|SH196660.06FU
M00598:87:000000000-J7KGW:1:2106:20541:2512__kiwi2020__AG0529-0895__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Terramycetaceae,Terramyces,Terramyces_subangulosum|SH199222.06FU
M00598:87:000000000-J7KGW:1:2106:20961:4888__kiwi2020__AG0529-0913__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229402.06FU
M00598:87:000000000-J7KGW:1:2106:21407:18494__kiwi2020__AG0529-0376__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_polonicum|SH231333.06FU
M00598:87:000000000-J7KGW:1:2106:21989:10908__kiwi2020__AG0529-0921__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_sp|SH198642.06FU
M00598:87:000000000-J7KGW:1:2106:22109:18410__kiwi2020__AG0529-0787__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp_AU_CryS03|SH216412.06FU
M00598:87:000000000-J7KGW:1:2106:22505:4731__kiwi2020__AG0529-0903__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Olpidiales,Olpidiaceae,Olpidium,Olpidium_bornovanus|SH229162.06FU
M00598:87:000000000-J7KGW:1:2106:23008:15665__kiwi2020__AG0529-0862__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierellaceae_unidentified,Mortierellaceae_sp|SH197925.06FU
M00598:87:000000000-J7KGW:1:2106:23133:23886__kiwi2020__AG0529-0997__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita_sp_Kerala01|SH200691.06FU
M00598:87:000000000-J7KGW:1:2106:24167:21049__kiwi2020__AG0529-0922__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
M00598:87:000000000-J7KGW:1:2106:24195:19561__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeriaceae_unidentified,Teratosphaeriaceae_sp|SH223096.06FU
M00598:87:000000000-J7KGW:1:2106:25048:17391__kiwi2020__AG0529-1154__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Scleroderma_sp|SH238664.06FU
M00598:87:000000000-J7KGW:1:2106:25729:12643__kiwi2020__AG0529-0805__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_bassiana|SH196288.06FU
M00598:87:000000000-J7KGW:1:2106:25784:23630__kiwi2020__AG0529-1155__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Geosmithia,Geosmithia_rufescens|SH225169.06FU
M00598:87:000000000-J7KGW:1:2106:26869:17413__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH216931.06FU
M00598:87:000000000-J7KGW:1:2106:27525:11233__kiwi2020__AG0529-0109__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_victoriae|SH198055.06FU
M00598:87:000000000-J7KGW:1:2106:4964:12904__kiwi2020__AG0529-0293__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_catenulata|SH240672.06FU
M00598:87:000000000-J7KGW:1:2106:7742:12171__kiwi2020__AG0529-0879__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230166.06FU
M00598:87:000000000-J7KGW:1:2106:7972:12719__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Gymnopus,Gymnopus_alkalivirens|SH238302.06FU
M00598:87:000000000-J7KGW:1:2106:9071:13896__kiwi2020__AG0529-0928__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_terricola|SH223242.06FU
M00598:87:000000000-J7KGW:1:2107:10151:23801__kiwi2020__AG0529-0605__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_miyagiana|SH241220.06FU
M00598:87:000000000-J7KGW:1:2107:10345:9311__kiwi2020__AG0529-1136__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_dimennae|SH197113.06FU
M00598:87:000000000-J7KGW:1:2107:11689:11031__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209361.06FU
M00598:87:000000000-J7KGW:1:2107:12035:23067__kiwi2020__AG0529-0924__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
M00598:87:000000000-J7KGW:1:2107:12640:15754__kiwi2020__AG0529-1011__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH190472.06FU
M00598:87:000000000-J7KGW:1:2107:13312:27587__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Retroconis,Retroconis_fusiformis|SH234970.06FU
M00598:87:000000000-J7KGW:1:2107:13861:9403__kiwi2020__AG0529-1128__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_pseudoalba|SH195374.06FU
M00598:87:000000000-J7KGW:1:2107:13902:4552__kiwi2020__AG0529-0826__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH240081.06FU
M00598:87:000000000-J7KGW:1:2107:14687:10996__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Urocystidaceae,Melanoxa,Melanoxa_oxalidiellae|SH203437.06FU
M00598:87:000000000-J7KGW:1:2107:14892:8306__kiwi2020__AG0529-1121__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_unidentified,Trechisporales_unidentified_1,Trechisporales_sp|SH228891.06FU
M00598:87:000000000-J7KGW:1:2107:15161:10199__kiwi2020__AG0529-1121__ITS1F,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Incertae_sedis_41,Bannoa,Bannoa_hahajimensis|SH227550.06FU
M00598:87:000000000-J7KGW:1:2107:16026:21664__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH219444.06FU
M00598:87:000000000-J7KGW:1:2107:16461:19158__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH208867.06FU
M00598:87:000000000-J7KGW:1:2107:16616:7928__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH210440.06FU
M00598:87:000000000-J7KGW:1:2107:17754:25868__kiwi2020__AG0529-1121__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Dioszegia,Dioszegia_sp|SH196975.06FU
M00598:87:000000000-J7KGW:1:2107:18080:6828__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH205837.06FU
M00598:87:000000000-J7KGW:1:2107:18481:25230__kiwi2020__AG0529-0911__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198059.06FU
M00598:87:000000000-J7KGW:1:2107:19357:19054__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis_omnivora|SH207548.06FU
M00598:87:000000000-J7KGW:1:2107:19937:15989__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neostagonospora,Neostagonospora_elegiae|SH206982.06FU
M00598:87:000000000-J7KGW:1:2107:20953:22172__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Bensingtonia,Bensingtonia_subrosea|SH228872.06FU
M00598:87:000000000-J7KGW:1:2107:21048:20906__kiwi2020__AG0529-0646__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH205708.06FU
M00598:87:000000000-J7KGW:1:2107:21190:9605__kiwi2020__AG0529-0310__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198056.06FU
M00598:87:000000000-J7KGW:1:2107:22086:23995__kiwi2020__AG0529-1169__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea|SH228067.06FU
M00598:87:000000000-J7KGW:1:2107:22371:14346__kiwi2020__AG0529-1156__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp|SH220977.06FU
M00598:87:000000000-J7KGW:1:2107:23556:5523__kiwi2020__AG0529-0376__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH215677.06FU
M00598:87:000000000-J7KGW:1:2107:24625:21843__kiwi2020__AG0529-0655__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus_influorescens|SH225751.06FU
M00598:87:000000000-J7KGW:1:2107:25326:13421__kiwi2020__AG0529-0376__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_sp|SH201041.06FU
M00598:87:000000000-J7KGW:1:2107:27191:19083__kiwi2020__AG0529-0660__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Mucoraceae,Mucor,Mucor_moelleri|SH232705.06FU
M00598:87:000000000-J7KGW:1:2107:28194:20954__kiwi2020__AG0529-0911__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_globulifera|SH235686.06FU
M00598:87:000000000-J7KGW:1:2107:28347:14714__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Massarina,Massarina_sp|SH229343.06FU
M00598:87:000000000-J7KGW:1:2107:4479:14268__kiwi2020__AG0529-1127__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_dimennae|SH197113.06FU
M00598:87:000000000-J7KGW:1:2107:6202:8404__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetes_unidentified,Eurotiomycetes_unidentified_1,Eurotiomycetes_unidentified_1,Eurotiomycetes_sp|SH213353.06FU
M00598:87:000000000-J7KGW:1:2107:6953:15795__kiwi2020__AG0529-0924__ITS1F,Fungi,Ascomycota,Lecanoromycetes,Baeomycetales,Baeomycetaceae,Baeomyces,Baeomyces_sp|SH236010.06FU
M00598:87:000000000-J7KGW:1:2108:10277:23490__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH223834.06FU
M00598:87:000000000-J7KGW:1:2108:11652:18193__kiwi2020__AG0529-0909__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230153.06FU
M00598:87:000000000-J7KGW:1:2108:11735:26576__kiwi2020__AG0529-1128__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_fraseriae|SH189975.06FU
M00598:87:000000000-J7KGW:1:2108:13531:19253__kiwi2020__AG0529-0891__ITS1F,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp|SH234443.06FU
M00598:87:000000000-J7KGW:1:2108:14159:13696__kiwi2020__AG0529-0924__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH194613.06FU
M00598:87:000000000-J7KGW:1:2108:14579:4490__kiwi2020__AG0529-0924__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH194613.06FU
M00598:87:000000000-J7KGW:1:2108:15418:24270__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidiella,Leucosporidiella_fragaria|SH212317.06FU
M00598:87:000000000-J7KGW:1:2108:16453:29308__kiwi2020__AG0529-1128__ITS1F,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH229314.06FU
M00598:87:000000000-J7KGW:1:2108:16587:26598__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH196291.06FU
M00598:87:000000000-J7KGW:1:2108:17208:7545__kiwi2020__AG0529-0883__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys_mokoenaii|SH231993.06FU
M00598:87:000000000-J7KGW:1:2108:17544:26494__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,Auxarthron_thaxteri|SH201684.06FU
M00598:87:000000000-J7KGW:1:2108:18609:7914__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_wieringae|SH216503.06FU
M00598:87:000000000-J7KGW:1:2108:18892:11435__kiwi2020__AG0529-0920__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_marneffei|SH225847.06FU
M00598:87:000000000-J7KGW:1:2108:19255:23036__kiwi2020__AG0529-1154__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_unidentified,Phaeosphaeriaceae_sp|SH206989.06FU
M00598:87:000000000-J7KGW:1:2108:22166:7819__kiwi2020__AG0529-0924__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH238687.06FU
M00598:87:000000000-J7KGW:1:2108:22339:13060__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH191096.06FU
M00598:87:000000000-J7KGW:1:2108:22781:24545__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Pestalotiopsis,Pestalotiopsis_rhododendri|SH210426.06FU
M00598:87:000000000-J7KGW:1:2108:22804:19619__kiwi2020__AG0529-0376__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_chlamydospora|SH202061.06FU
M00598:87:000000000-J7KGW:1:2108:23631:11450__kiwi2020__AG0529-0417__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH223834.06FU
M00598:87:000000000-J7KGW:1:2108:24007:17145__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH219658.06FU
M00598:87:000000000-J7KGW:1:2108:25439:14586__kiwi2020__AG0529-0877__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Dissophora,Dissophora_ornata|SH233918.06FU
M00598:87:000000000-J7KGW:1:2108:25946:20452__kiwi2020__AG0529-0285__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH238459.06FU
M00598:87:000000000-J7KGW:1:2108:26285:14173__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH195240.06FU
M00598:87:000000000-J7KGW:1:2108:5621:14212__kiwi2020__AG0529-0875__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_adametzii|SH213191.06FU
M00598:87:000000000-J7KGW:1:2108:6147:19441__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_brasiliensis|SH202145.06FU
M00598:87:000000000-J7KGW:1:2108:8802:9524__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_opportunistica|SH230197.06FU
M00598:87:000000000-J7KGW:1:2108:9075:22807__kiwi2020__AG0529-0913__ITS1F,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH228101.06FU
M00598:87:000000000-J7KGW:1:2108:9274:23227__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_brachypenium|SH234062.06FU
M00598:87:000000000-J7KGW:1:2108:9404:18938__kiwi2020__AG0529-0862__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierellaceae_unidentified,Mortierellaceae_sp|SH197925.06FU
M00598:87:000000000-J7KGW:1:2109:10320:22767__kiwi2020__AG0529-0085__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Boletinellus,Boletinellus_sp|SH207534.06FU
M00598:87:000000000-J7KGW:1:2109:11238:6997__kiwi2020__AG0529-0985__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_rosea_f._catenulata|SH236629.06FU
M00598:87:000000000-J7KGW:1:2109:11574:19942__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH195039.06FU
M00598:87:000000000-J7KGW:1:2109:13954:16161__kiwi2020__AG0529-0922__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiomycetes_unidentified,Chytridiomycetes_unidentified_1,Chytridiomycetes_unidentified_1,Chytridiomycetes_sp|SH201006.06FU
M00598:87:000000000-J7KGW:1:2109:15509:15958__kiwi2020__AG0529-0646__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidiaceae_unidentified,Ceratobasidiaceae_sp|SH200382.06FU
M00598:87:000000000-J7KGW:1:2109:15532:17158__kiwi2020__AG0529-0913__ITS1F,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriales_unidentified,Botryosphaeriales_unidentified_1,Botryosphaeriales_sp|SH231200.06FU
M00598:87:000000000-J7KGW:1:2109:15829:10215__kiwi2020__AG0529-0444__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH223248.06FU
M00598:87:000000000-J7KGW:1:2109:16397:25198__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH225155.06FU
M00598:87:000000000-J7KGW:1:2109:16438:5976__kiwi2020__AG0529-0912__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH195144.06FU
M00598:87:000000000-J7KGW:1:2109:18255:13234__kiwi2020__AG0529-1127__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_aff_amylolyticus_AS_22501|SH223364.06FU
M00598:87:000000000-J7KGW:1:2109:18781:11256__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Cyphellophora,Cyphellophora_pauciseptata|SH232794.06FU
M00598:87:000000000-J7KGW:1:2109:19387:20189__kiwi2020__AG0529-0285__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH198524.06FU
M00598:87:000000000-J7KGW:1:2109:19999:8504__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH224223.06FU
M00598:87:000000000-J7KGW:1:2109:20311:16529__kiwi2020__AG0529-0481__ITS1F,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
M00598:87:000000000-J7KGW:1:2109:20564:24961__kiwi2020__AG0529-0183__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus_appalachiensis|SH197402.06FU
M00598:87:000000000-J7KGW:1:2109:21120:7151__kiwi2020__AG0529-0992__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
M00598:87:000000000-J7KGW:1:2109:21273:13768__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetales_unidentified,Coniochaetales_unidentified_1,Coniochaetales_sp|SH226461.06FU
M00598:87:000000000-J7KGW:1:2109:22151:22816__kiwi2020__AG0529-0922__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber_sp_HMH_2010b|SH237553.06FU
M00598:87:000000000-J7KGW:1:2109:22324:20729__kiwi2020__AG0529-0990__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH219361.06FU
M00598:87:000000000-J7KGW:1:2109:22547:23949__kiwi2020__AG0529-0924__ITS1F,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH215697.06FU
M00598:87:000000000-J7KGW:1:2109:23679:14676__kiwi2020__AG0529-0850__ITS1F,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
M00598:87:000000000-J7KGW:1:2109:23892:16357__kiwi2020__AG0529-0888__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_ammophila|SH216310.06FU
M00598:87:000000000-J7KGW:1:2109:23998:14382__kiwi2020__AG0529-0891__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_unidentified,Trechisporales_unidentified_1,Trechisporales_sp|SH216217.06FU
M00598:87:000000000-J7KGW:1:2109:24199:22535__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Phoma,Phoma_brasiliensis|SH202145.06FU
